Date,Open,High,Low,Close,Volume,mean_middle,min_close_rolling,RSI,MFI,EMA9,volume_profile,BBL,BBM,BBU,BBB,BBP,cumulative_avg_bbb,BBM_Angle,EMA_Angle,TP,CumVol,CumTPV,VWAP,STOCHRSIk,STOCHRSId,ATR,ATR_pctile,trend_norm,RSI_lo,RSI_hi,MFI_pct,BBM_Angle_pct,EMA_Trend,Trend,is_downtrend,is_sideways,regime,Buy_Signal,Mid_Buy_Signal,OverSold_Buy_Signal,RSI_Range_Buy_Signal,Super_Low_Buy_Signal,Mid_Buy_Signal_2,Sell_Signal
2025-11-07 10:09:00+05:30,46.5,47.0,42.55,43.85,1194375,89.07499999999999,43.85,36.69825361654638,44.790860513350815,46.30826976160893,0,44.02150312872049,46.31785714285715,48.61421115699381,9.915631489833679,-0.037342484578747864,26.51470753274904,-17.9671380709461,-14.134480032448339,44.46666666666667,78060525,4191107240.0,53.690482353276515,43.14801564172332,41.489719703601054,3.2295658683958863,0.125,-0.07341305284109731,34.117065264205486,65.8829347357945,0.625,1.0,Downtrend,Downtrend,True,True,downtrend,False,False,False,False,False,False,False
2025-11-07 10:10:00+05:30,43.75,46.1,43.35,44.85,759975,89.07499999999999,43.85,39.78737262049126,55.39456815659375,46.04312980495276,1,44.12549310041777,46.34285714285715,48.56022118529653,9.569388592525058,0.16337121142840905,26.120630348092664,-11.191829481650172,-13.330150152395772,44.76666666666667,78820500,4225128787.5,53.6044403105791,52.302732431149565,46.23233905776657,3.1953111635104663,0.125,-0.07631522091663685,34.13157610458319,65.86842389541681,1.0,1.0,Downtrend,Downtrend,True,True,downtrend,False,False,False,False,False,False,False
2025-11-07 10:11:00+05:30,44.85,46.4,44.5,45.9,331800,89.07499999999999,43.85,42.936232748017595,52.27946560851765,46.017106204052254,1,44.10517998825926,46.22857142857143,48.3519628688836,9.186489543995785,0.4226305093037569,25.73576351163592,-7.286142995456795,-10.97152754755114,45.6,79152300,4240258867.5,53.5708863482173,69.61539491060148,55.02204766115811,3.102788937545433,0.0625,-0.08049034839014073,34.7774517419507,65.2225482580493,0.9375,1.0,Downtrend,Downtrend,True,True,downtrend,False,False,False,False,False,False,False
2025-11-07 10:12:00+05:30,45.9,46.9,43.7,44.0,626700,89.07499999999999,43.85,38.96529776560004,45.028063737794554,45.650359621497294,0,43.63115524115725,46.02142857142858,48.41170190169991,10.38765377116206,0.07715535168542403,25.394694406292057,-6.034569212570746,-13.912549445833433,44.86666666666667,79779000,4268376807.5,53.502510779779136,79.52301955755163,67.14704896643423,3.1097325848636164,0.125,-0.0864018327046957,34.182009163523475,65.81799083647653,0.6875,1.0,Downtrend,Downtrend,True,True,downtrend,False,False,False,False,False,False,True
2025-11-07 10:13:00+05:30,43.95,46.2,43.1,45.25,670425,89.07499999999999,43.85,42.7186812855781,44.464243035817184,45.57756696304324,1,43.54769612071388,45.89285714285714,48.2380181650004,10.220156983659338,0.3629396581328076,25.064813157973955,-7.245872094104512,-14.3269071131201,44.85,80449425,4298445368.75,53.43040511165866,88.8439680204832,79.32746082954543,3.109037400230501,0.125,-0.08951736762638013,34.1975868381319,65.8024131618681,0.625,0.875,Downtrend,Downtrend,True,True,downtrend,False,False,False,False,False,False,False
2025-11-07 10:14:00+05:30,45.5,47.5,45.25,46.3,615675,89.07499999999999,43.85,45.73732121117791,51.656176520691304,45.708918424308095,1,43.60074045335904,45.94642857142856,48.29211668949809,10.210535142782232,0.5753662487880998,24.74876468956562,-4.248454529361483,-6.835445690790785,46.35,81065100,4326981905.0,53.376630695576765,88.8439680204832,85.73698519950601,3.0476775859283225,0.0625,-0.08950870261774935,34.822543513088746,65.17745648691125,0.875,1.0,Downtrend,Downtrend,False,True,sideways,False,False,False,False,False,False,False
2025-11-07 10:15:00+05:30,46.3,48.4,45.9,47.05,601650,89.07499999999999,43.85,47.851289769582,51.42056115432441,45.95275143807026,1,43.64935964266883,45.91428571428571,48.179211785902595,9.865888302002606,0.7507177386376066,24.438704764824724,-4.899092453787869,-1.0355470247397982,47.11666666666667,81666750,4355329647.5,53.33051269335439,99.99999999999999,92.5626453469888,3.008557758362014,0.0625,-0.08858468871652536,34.81792344358263,65.18207655641737,0.8125,0.875,Downtrend,Downtrend,False,True,sideways,False,False,False,False,False,False,False
2025-11-07 10:16:00+05:30,47.05,47.5,46.1,46.2,364200,89.07499999999999,43.85,45.67929377311548,52.20694988677394,45.99770572205748,0,43.656543859820744,45.87142857142857,48.08631328303639,9.656924933824206,0.5741734833532082,24.137035788681853,-4.085616779974923,-0.22231203212162362,46.6,82030950,4372301367.5,53.300630646115884,94.54274586049829,94.46223796032714,2.89366077562187,0.0625,-0.0854527794578509,34.80226389728925,65.19773610271075,0.875,1.0,Downtrend,Downtrend,False,True,sideways,False,False,False,False,False,False,False
2025-11-07 10:17:00+05:30,46.25,47.95,44.95,47.2,568275,89.07499999999999,43.85,48.633308936087715,46.581986619464935,46.2163046816834,1,43.77891342292467,45.82142857142857,47.86394371993247,8.915108988013916,0.8374690830521396,23.832597252668496,-2.2906100426386433,6.457767829797636,46.70000000000001,82599225,4398839810.0,53.25521892003224,94.54274586049829,96.36183057366551,2.9012564345060223,0.125,-0.07931173974967665,34.14655869874838,65.85344130125162,0.6875,1.0,Flat,Downtrend,False,True,sideways,False,False,False,False,False,False,False
2025-11-07 10:18:00+05:30,47.2,47.65,45.65,46.05,442650,89.07499999999999,43.85,45.564588743065194,48.953177814690015,46.18606746683187,0,43.776025305381765,45.81428571428572,47.85254612318967,8.897925077846999,0.5578224167737803,23.539760543358273,-0.9002881490194089,6.938779840595174,46.449999999999996,83041875,4419400902.5,53.218944086944084,87.46098212892015,92.18215794997224,2.8368809748984494,0.0625,-0.07379112881111403,34.743955644055575,65.25604435594443,0.6875,1.0,Flat,Downtrend,True,True,downtrend,False,False,False,False,False,False,True
2025-11-07 10:19:00+05:30,46.15,46.45,44.15,45.95,590625,89.07499999999999,43.85,45.296931440205725,49.16268179041456,46.14314610922608,0,43.79381505725884,45.832142857142856,47.87047065702687,8.894752341113136,0.5289102525275506,23.258125770238173,-1.3093898194104734,4.9634294316130925,45.51666666666667,83632500,4446284183.75,53.16454947239411,84.95683891200842,88.98685563380894,2.7985323338342747,0.0625,-0.06775856806564336,34.71379284032822,65.28620715967179,0.6875,0.875,Flat,Downtrend,True,True,downtrend,False,False,False,False,False,False,False
2025-11-07 10:20:00+05:30,45.95,48.1,45.9,47.45,672375,89.07499999999999,43.85,50.037911904799564,56.10621704003971,46.380755907548604,1,43.72792281743485,45.942857142857136,48.15779146827942,9.642127038529846,0.840222922152675,23.001220133790845,0.3274008908443463,4.892642902947206,47.15,84304875,4477986665.0,53.116580328243174,84.95683891200844,85.79155331764566,2.755780024274684,0.0625,-0.05870061643533866,34.66850308217669,65.3314969178233,1.0,1.0,Flat,Flat,False,True,sideways,False,False,False,False,False,False,False
2025-11-07 10:21:00+05:30,47.4,47.5,45.65,46.45,449775,89.07499999999999,43.85,47.106792976915024,50.406585446170624,46.393345742539765,0,43.72792281743485,45.942857142857136,48.15779146827942,9.642127038529846,0.6144825946580106,22.75382952091564,0.8184554616885912,4.52427386730631,46.53333333333334,84754650,4498916195.0,53.081644428948735,85.9633566409099,85.29234482164225,2.6910814511122068,0.0625,-0.04752128838560862,34.612606441928044,65.38739355807196,0.625,1.0,Flat,Uptrend,False,True,sideways,False,False,False,False,False,False,False
