Date,Open,High,Low,Close,Volume,mean_middle,min_close_rolling,RSI,MFI,EMA9,volume_profile,BBL,BBM,BBU,BBB,BBP,cumulative_avg_bbb,ADX,ADXR_14_2,DI+,DI-,BBM_Angle,EMA_Angle,BBM_Angle_Degree,EMA_Angle_Degree,BBU_Angle_Degree,BBL_Angle_Degree,TP,CumVol,CumTPV,VWAP,STOCHRSIk,STOCHRSId,ATR,ATR_pctile,trend_norm,RSI_lo,RSI_hi,MFI_pct,BBM_Angle_pct,RSI_pct,EMA_Trend,Trend,regime,is_downtrend,BB_trend,trend_regime_angles,Buy_Signal,Mid_Buy_Signal,OverSold_Buy_Signal,RSI_Range_Buy_Signal,Super_Low_Buy_Signal,Super_Low_Buy_Signal_2,Mid_Buy_Signal_2,RSI_pct_buy,Downtrend_Reverse_Buy_Signal,New_Uptrend_Buy_Signal,Sell_Signal
2026-02-25 09:15:00,140.0,158.0,131.1,147.4,3039530,142.925,114.65,84.614458264661,86.31701775157543,124.25230779558706,1,106.06335298076277,121.33928571428572,136.61521844780867,25.178873674092277,1.3529991176422305,9.724735431640733,15.542783159670472,13.477782504397341,62.86514609667228,8.80306574536384,32.56113849562944,46.34296994023513,113.14578335854253,101.00129852704309,94.14544851625206,263.74166253642056,145.5,8532940,1090965519.5833335,127.85341506952275,60.73887946918904,40.103561760886635,4.97773498657766,0.0625,0.06503897216844141,34.0498051391578,65.9501948608422,1.0,1.0,1.0,Uptrend,Uptrend,other,False,neutral,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:16:00,147.25,152.0,140.5,145.0,2003105,142.925,114.65,79.80609234448433,90.33571656614863,128.02461546911667,0,103.93128742749629,123.40000000000002,142.86871257250374,31.553829128855302,1.0547362189348448,10.170227139747153,19.82071540237939,15.378247304181668,53.37564642766218,7.474242149719222,45.84667402386154,61.819993578672914,115.88584432517001,104.84703043291218,99.08528248643208,244.87207334674383,145.83333333333334,10536045,1383084998.7500002,131.27174369035063,76.62030801620168,58.176048161193364,5.44361105896497,0.0625,0.0731893537293141,34.009053231353434,65.99094676864657,1.0,1.0,0.9285714285714286,Uptrend,Uptrend,other,False,neutral,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:17:00,145.0,149.65,143.55,145.15,1623635,142.925,114.65,79.88303728069009,92.17900600257526,131.1383217474591,1,103.00900002010002,125.34642857142858,147.68385712275713,35.64110889461775,0.9432822556782969,10.679644774844565,23.79308105632338,19.667932107996926,49.1385135960444,6.880912439943118,54.25387377220222,68.00953261716305,117.19235216430377,107.80497566223032,101.73230296115571,222.6849558397381,146.11666666666667,12159680,1620325132.8333335,133.25392879034098,90.46406376695185,75.94108375078085,5.490495983324615,0.0625,0.07768511766219822,33.986574411689006,66.013425588311,1.0,1.0,0.9285714285714286,Uptrend,Uptrend,other,False,neutral,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:18:00,145.4,148.0,144.35,145.15,1192490,142.925,114.65,79.8830372806901,80.00044421261194,133.68589961155743,0,102.55610481462102,127.07142857142857,151.58675232823612,38.585107655458756,0.8687198180189499,11.226810713680138,27.48170630641423,23.65121085439681,46.74722244960055,6.546057683603563,59.386518978834054,71.3044731312387,120.10130456559978,111.43148230436118,104.3711683366004,204.3655442407361,145.83333333333334,13352170,1794229924.5000002,134.37740266188942,85.7405943672766,84.27498871681004,5.359031984515714,0.0625,0.08166721834231529,33.966663908288425,66.03333609171158,0.8125,1.0,0.9285714285714286,Uptrend,Uptrend,other,False,neutral,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:19:00,145.0,149.5,141.8,149.44,1408290,142.925,114.65,82.14024060707716,82.43016917862631,136.55028150036514,1,102.04978332515284,129.05285714285714,156.05593096056143,41.84808366979865,0.8774967063893341,11.815681347451648,30.101296924665395,26.94718899049439,42.0934272024494,9.191245453798782,63.55557820210019,74.00420670575284,116.77945579911677,109.24488417506562,102.61245640488562,206.85407363182372,146.91333333333333,14760460,2001126502.7000003,135.5734511458315,88.40225000237061,88.20230271219968,5.526243985621734,0.0625,0.08529349825619117,33.94853250871904,66.05146749128096,0.8125,1.0,0.9285714285714286,Uptrend,Uptrend,other,False,neutral,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:20:00,149.25,155.0,148.05,149.6,2514655,142.925,114.65,82.22036752238941,86.88544310490863,138.92295759120785,1,102.62601202021666,131.16714285714286,159.70827369406908,43.5187200319077,0.8229174283278379,12.4138518886678,32.8664089412974,30.174057623855816,45.361749135227406,8.380303157886543,63.03492395181014,71.18004113561125,115.312883801874,112.85372170765173,105.31214378752625,150.04821950457034,150.88333333333333,17275115,2380546031.283334,137.80203670327717,91.06674488859721,88.4031964194148,5.62794084379161,0.0625,0.08927081358314387,33.92864593208428,66.07135406791572,0.875,0.875,0.9285714285714286,Uptrend,Uptrend,other,False,neutral,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:21:00,149.44,156.94,145.35,153.75,1980680,142.925,116.15,84.20035703719645,89.55865899793564,141.6187834837155,1,103.5711291465987,133.62071428571429,163.67029942482986,44.97743527229185,0.834934502774273,13.016881210586762,34.65902924033233,32.38016308249886,39.1571962512148,10.420455687441603,63.931999520078584,69.80623655940923,112.1742928994988,110.35202516457493,104.16538332913474,136.61621266557387,152.01333333333332,19255795,2681635800.3500004,139.26383202303515,95.7902142882725,91.75306972641343,6.053802212092209,0.0625,0.09245133469846853,33.91274332650766,66.08725667349235,0.875,1.0,0.9285714285714286,Uptrend,Uptrend,sideways,False,neutral,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:22:00,153.75,157.4,152.5,154.65,1636700,142.925,117.25,84.60086893542531,90.60989528840513,143.9880955775854,1,105.17173766667285,136.09214285714287,167.01254804761288,45.44039727984508,0.8000907819373735,13.606399684573278,36.358600169993906,34.61250455564566,37.41197097118573,9.80955934565218,65.04735720526459,68.73839594169876,112.02945118574063,112.88282985622715,106.65717063443799,121.99559216909782,154.85,20892495,2935078795.3500004,140.4848389505418,97.94102548655137,94.9326615544737,5.971387768371337,0.0625,0.09490578972534058,33.9004710513733,66.0995289486267,0.9375,1.0,0.9285714285714286,Uptrend,Uptrend,sideways,False,neutral,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:23:00,155.0,156.5,152.4,155.1,871845,142.925,117.25,84.80823188416146,86.34750115426793,146.00844183620623,1,107.5948192968615,138.59571428571428,169.59660927456707,44.735719496989084,0.7661904716012276,14.162280395509274,37.9059754624092,36.282502351370766,35.53478637282525,9.439735079760752,66.54559971999723,67.91463259152499,111.77321968320813,116.33378366514468,111.15582625830392,112.42582267155653,154.66666666666666,21764340,3069924155.3500004,141.05294051416217,99.99999999999999,97.91041325827462,5.837717213487671,0.0625,0.09708202098153886,33.88958989509231,66.1104101049077,0.6875,1.0,1.0,Uptrend,Uptrend,sideways,False,bullish,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:24:00,155.25,156.35,152.0,155.6,822185,142.925,117.25,85.0491355575715,82.76654978306769,147.75236150235054,1,111.10997862726852,141.1957142857143,171.2814499441601,42.61564993051601,0.7393872943280024,14.66146231717606,39.212050759727305,37.785325464860605,33.6080185478088,9.426486863325314,67.61986494804047,65.94661082927573,111.03751102542165,119.83086088574674,120.69031450889673,105.88010525128112,154.65,22586525,3197075065.6000004,141.5478948443818,99.99999999999999,99.31367516218377,5.731451698238551,0.0625,0.09881298784798072,33.880935060760095,66.1190649392399,0.5625,1.0,1.0,Uptrend,Uptrend,sideways,False,bullish,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:25:00,155.65,156.4,152.6,154.75,868400,142.925,117.25,82.64969519251339,79.22793527974399,149.02465941101406,0,116.40896580349307,143.87428571428572,171.33960562507838,38.17960905861239,0.6979899437006121,15.066947605821513,40.429707808138645,39.16784163527392,32.04074102110975,8.968979858073334,68.52138022260793,63.666149874157554,110.472279519742,128.16661873751974,176.67167377599273,100.68690762991079,154.58333333333334,23454925,3331315232.266667,142.03052161823868,97.90603000366889,99.30201000122295,5.593490862650084,0.0625,0.10061285460243308,33.871935726987836,66.12806427301217,0.375,1.0,0.6428571428571429,Uptrend,Uptrend,sideways,False,bullish,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:26:00,154.4,162.8,154.0,162.44,2218515,142.925,117.25,86.39056267668546,81.49758373719041,151.46381224537512,1,121.88554227932596,146.97357142857143,172.0616005778169,34.13951080509485,0.8082431959764708,15.390211388860045,42.11252677634144,40.66228876803437,36.43373803022087,8.000583191189932,69.47150211822586,63.07532708878932,107.88255466366394,112.29257013774615,144.1709057633122,100.34797045144612,159.74666666666667,25673440,3685715608.4666667,143.5614241202841,97.90603000366889,98.60402000244592,5.82252722960365,0.0625,0.102501446467113,33.862492767664435,66.13750723233557,0.4375,1.0,1.0,Uptrend,Uptrend,sideways,False,bullish,pure_up,False,False,False,False,False,False,False,False,False,True,False
2026-02-25 09:27:00,162.35,164.5,160.0,162.85,2215525,142.925,117.25,86.55698216803967,83.34316903503701,153.53402820076144,1,129.19907265162246,150.06285714285715,170.92664163409185,27.806726978912238,0.806443513699899,15.597153315360915,43.7989185289748,42.11431316855672,36.50916945625077,7.551567155556066,70.3081427676835,62.35520409600047,107.93673721030832,115.78246563113258,228.61707318290388,97.78593433170472,162.45000000000002,27888965,4045627644.7166667,145.061949940296,97.90603000366889,97.90603000366889,5.728060998917675,0.0625,0.10396818537040986,33.85515907314795,66.14484092685205,0.5625,1.0,1.0,Uptrend,Uptrend,sideways,False,bullish,pure_up,False,False,False,False,False,False,False,False,False,False,False
2026-02-25 09:28:00,162.9,164.3,157.1,157.9,1657825,142.925,117.25,74.68310830699588,77.19670077597728,154.32784125516844,0,140.74743659741355,152.77,164.79256340258647,15.7394297343542,0.7133488436790594,15.59948571567228,44.40341473793237,43.2579707571369,33.289899775414824,10.437266808379354,70.56963157273816,58.993925621678116,110.2738840441389,141.55699495225784,260.74088351617297,94.94903129792996,159.76666666666665,29546790,4310492818.883333,145.88700900785952,89.84209846617759,95.21805282450512,5.8331994989949845,0.0625,0.10498209080569999,33.8500895459715,66.1499104540285,0.1875,1.0,0.07142857142857142,Uptrend,Uptrend,sideways,False,bullish,pure_up,False,False,False,False,False,False,False,False,False,False,False
